Date,Adj Close,Volume
2020-08-31,344.18353271484375,66099200
2020-09-01,347.4252624511719,54908700
2020-09-02,352.450439453125,69540000
2020-09-03,340.32110595703125,148011100
2020-09-04,337.5424499511719,139156300
2020-09-08,328.3197937011719,114465300
2020-09-09,334.80328369140625,91462300
2020-09-10,328.9898681640625,90569500
2020-09-11,329.1573486328125,84680200
2020-09-14,333.4927978515625,65605700
2020-09-15,335.1777038574219,52920900
2020-09-16,333.84747314453125,82096000
2020-09-17,330.9112243652344,91523300
2020-09-18,327.1015319824219,105877900
2020-09-21,323.4610290527344,99450800
2020-09-22,326.75531005859375,63612100
2020-09-23,319.17755126953125,93112200
2020-09-24,320.0282897949219,76681300
2020-09-25,325.2021484375,71069400
2020-09-28,330.60357666015625,64584600
2020-09-29,328.8031005859375,51304000
2020-09-30,331.2960510253906,104081100
2020-10-01,333.4229736328125,88698700
2020-10-02,330.25732421875,89431100
2020-10-05,336.11376953125,45713100
2020-10-06,331.33563232421875,90128900
2020-10-07,337.10308837890625,56999600
2020-10-08,340.09063720703125,45242500
2020-10-09,343.127685546875,59528600
2020-10-12,348.6478271484375,80388500
2020-10-13,346.37249755859375,73255500
2020-10-14,344.19610595703125,57727900
2020-10-15,343.77069091796875,60357700
2020-10-16,343.56298828125,89501900
2020-10-19,338.3396301269531,68425600
2020-10-20,339.6949462890625,60051900
2020-10-21,339.05194091796875,63575000
2020-10-22,340.9117126464844,55399300
2020-10-23,342.0691833496094,49143900
2020-10-26,335.747802734375,91473000
2020-10-27,334.59033203125,65994100
2020-10-28,323.15435791015625,127094300
2020-10-29,326.4387512207031,90597700
2020-10-30,323.0356750488281,120287300
2020-11-02,326.6564025878906,86068300
2020-11-03,332.4237976074219,93294200
2020-11-04,339.8532409667969,126959700
2020-11-05,346.4813232421875,82039700
2020-11-06,346.40216064453125,74973000
2020-11-09,350.75494384765625,172304200
2020-11-10,350.2405700683594,85552000
2020-11-11,352.84234619140625,58649000
2020-11-12,349.41943359375,67546200
2020-11-13,354.2569885253906,62892200
2020-11-16,358.6789855957031,74541100
2020-11-17,356.7499084472656,66111000
2020-11-18,352.45648193359375,70591300
2020-11-19,353.9403991699219,59940900
2020-11-20,351.5166931152344,70417300
2020-11-23,353.6238098144531,63230600
2020-11-24,359.322021484375,62415900
2020-11-25,358.76806640625,45330900
2020-11-27,359.7672424316406,28514100
2020-11-30,358.17449951171875,83872700
2020-12-01,362.0919494628906,74231400
2020-12-02,362.85369873046875,45927000
2020-12-03,362.7547912597656,62882000
2020-12-04,365.8808898925781,50749900
2020-12-07,365.1289978027344,48944300
2020-12-08,366.19744873046875,42458900
2020-12-09,362.9130859375,74098300
2020-12-10,362.79437255859375,57735400
