Date,Adj Close,Volume
2019-08-22,368.7122497558594,3206680
2019-08-23,368.3489990234375,3170390
2019-08-26,368.4398193359375,1692070
2019-08-27,369.16632080078125,4854590
2019-08-28,367.6224670410156,3728780
2019-08-29,368.9393005371094,3324820
2019-08-30,369.5749816894531,3442290
2019-09-02,374.16119384765625,5187190
2019-09-03,372.7081298828125,3651670
2019-09-04,376.56781005859375,4088810
2019-09-05,379.882568359375,4868480
2019-09-06,384.0600891113281,3775953
2019-09-09,384.96826171875,2421150
2019-09-10,379.6101379394531,4492560
2019-09-11,377.8846435546875,3555070
2019-09-12,374.2065734863281,5524440
2019-09-13,372.3902587890625,2434620
2019-09-16,390.235595703125,17572690
2019-09-17,388.7825622558594,15588740
2019-09-18,386.8753967285156,4412450
2019-09-19,387.7835693359375,4783790
2019-09-20,388.96417236328125,3070370
2019-09-23,389.37286376953125,4889900
2019-09-24,386.42132568359375,4074760
2019-09-25,385.5131530761719,3854470
2019-09-26,383.74224853515625,2115790
2019-09-27,383.69683837890625,1732210
2019-09-30,380.7907409667969,2334340
2019-10-01,382.0167541503906,2434990
2019-10-02,379.20147705078125,3423590
2019-10-03,375.16015625,3801380
2019-10-04,376.8856506347656,2914480
2019-10-07,380.064208984375,3432460
2019-10-08,380.9723815917969,2641420
2019-10-09,382.4708251953125,2802010
2019-10-10,385.4773864746094,5087850
2019-10-11,387.9749450683594,3582330
2019-10-14,388.8703308105469,1786640
2019-10-15,387.9749450683594,2025340
2019-10-16,390.66107177734375,2756590
2019-10-17,392.5460205078125,2519300
2019-10-18,391.1322937011719,1751370
2019-10-21,389.9541931152344,2603480
2019-10-22,393.3942565917969,3475400
2019-10-23,395.8447265625,4108860
2019-10-24,396.31597900390625,3998420
2019-10-25,397.1170959472656,2473210
2019-10-28,397.1642150878906,2122390
2019-10-29,404.5156555175781,5713870
2019-10-30,407.7672119140625,4624480
2019-10-31,401.4996643066406,3477500
2019-11-01,409.41656494140625,5003510
2019-11-05,425.4388732910156,8677320
2019-11-06,428.3605651855469,9041070
2019-11-07,436.84295654296875,5957260
2019-11-08,428.12493896484375,4171670
2019-11-11,426.94683837890625,3220850
2019-11-12,434.5338439941406,7240110
2019-11-13,433.072998046875,3554510
2019-11-14,430.99951171875,4477310
2019-11-15,431.6592712402344,3003220
2019-11-18,425.0618591308594,3032390
2019-11-19,426.522705078125,2644554
2019-11-20,424.4492492675781,4434830
2019-11-21,426.80548095703125,1952620
2019-11-22,426.94683837890625,2537450
2019-11-25,428.831787109375,1748740
2019-11-26,426.94683837890625,6255680
2019-11-27,420.25518798828125,3604600
2019-11-28,419.878173828125,2224970
2019-11-29,415.6369934082031,2907480
2019-12-02,410.40618896484375,3243280
2019-12-03,408.0970764160156,2850050
2019-12-04,416.7208557128906,3553690
2019-12-05,413.1865234375,2932430
2019-12-06,420.34942626953125,2845350
2019-12-09,423.1769104003906,2006130
2019-12-10,423.0355224609375,2593230
2019-12-11,425.72161865234375,3936930
2019-12-12,426.7583312988281,5508850
2019-12-13,425.1561279296875,4586410
2019-12-16,422.6585388183594,3597230
2019-12-17,427.93646240234375,5215510
2019-12-18,428.3134460449219,4389380
2019-12-19,425.76873779296875,5096320
2019-12-20,425.76873779296875,5244610
2019-12-23,425.0618591308594,2999470
2019-12-24,425.4388732910156,1574240
2019-12-25,427.8893127441406,1649040
2019-12-26,426.4756164550781,1786415
2019-12-27,427.4180908203125,2784150
2019-12-30,423.8366394042969,3255130
2020-01-03,430.6225280761719,4376800
2020-01-06,429.3973083496094,6828930
2020-01-08,426.0043640136719,9251220
2020-01-09,433.7327575683594,4982779
2020-01-10,446.267822265625,6695940
2020-01-13,453.47784423828125,4812230
2020-01-14,448.1528015136719,6553240
2020-01-15,447.2103271484375,4595510
2020-01-16,453.28936767578125,4124610
2020-01-17,457.247802734375,4466590
2020-01-20,456.9650573730469,3130680
2020-01-21,458.1903076171875,2932730
2020-01-22,450.650390625,11724320
2020-01-23,445.8908386230469,4185540
2020-01-24,446.73907470703125,3300950
2020-01-27,441.36688232421875,5684610
2020-01-28,450.2262878417969,5883840
2020-01-29,453.9962463378906,6309330
2020-01-30,453.5249938964844,14599820
2020-01-31,452.865234375,8601590
2020-02-03,452.3468933105469,4692930
2020-02-04,452.3940124511719,8782880
2020-02-05,449.5665283203125,5659990
2020-02-06,448.2470703125,4759310
2020-02-07,436.93719482421875,16679550
2020-02-10,424.119384765625,8918200
2020-02-11,428.17205810546875,7847480
2020-02-12,439.0106506347656,7411680
2020-02-13,436.3717041015625,5200420
2020-02-14,434.0154724121094,4928520
2020-02-17,437.97393798828125,2862290
2020-02-18,426.19287109375,12455090
2020-02-19,438.8692932128906,10662570
2020-02-20,443.3460998535156,9033880
2020-02-21,435.193603515625,6001080
2020-02-25,418.3230895996094,7406410
2020-02-26,418.1817321777344,9702670
2020-02-27,397.7768249511719,9695140
2020-02-28,380.199462890625,18913810
2020-03-02,371.8113098144531,11867380
2020-03-03,382.6499328613281,11121190
2020-03-04,392.0276794433594,9096600
2020-03-05,386.9853515625,8606580
2020-03-06,370.3504943847656,12793490
2020-03-10,307.72216796875,38328490
2020-03-11,295.9881591796875,20738020
2020-03-12,261.540283203125,29246810
2020-03-13,261.540283203125,0
2020-03-17,234.8207550048828,19695180
2020-03-18,220.5420684814453,19316370
2020-03-19,249.1936798095703,37674540
2020-03-20,271.2007751464844,45411190
2020-03-23,258.2415771484375,35837260
2020-03-24,281.33251953125,22742550
2020-03-25,287.22308349609375,36681020
2020-03-26,298.0145568847656,20497860
2020-03-27,285.3852233886719,13849010
2020-03-30,283.6887512207031,29933870
2020-03-31,296.27093505859375,25538920
2020-04-01,302.5384826660156,18359340
2020-04-02,320.9169921875,38779550
2020-04-03,325.158203125,37269440
2020-04-06,323.2732238769531,18148920
2020-04-07,319.9745178222656,28546820
2020-04-08,321.8594970703125,14035290
2020-04-09,332.6980895996094,27112760
2020-04-10,324.2156982421875,12849240
2020-04-13,317.3355407714844,9852690
2020-04-14,311.916259765625,13264460
2020-04-15,289.57928466796875,19859390
2020-04-16,288.1655578613281,21559360
2020-04-17,295.8468017578125,14666568
2020-04-20,290.19189453125,12229610
2020-04-21,286.5162048339844,25247170
2020-04-22,303.433837890625,25009900
2020-04-23,315.7333068847656,22987910
2020-04-24,305.3659362792969,16539600
2020-04-27,304.3291931152344,10278160
2020-04-28,306.4026794433594,17584700
2020-04-29,318.513671875,15369840
2020-04-30,316.3459167480469,17148520
2020-05-04,311.9633483886719,8831090
2020-05-05,322.8019714355469,13975500
2020-05-06,317.2884216308594,14591870
2020-05-07,323.2732238769531,12492019
2020-05-08,327.98565673828125,9550290
2020-05-12,330.9073791503906,11186970
2020-05-13,327.98565673828125,8913160
2020-05-14,327.1845397949219,8929200
2020-05-15,329.9177551269531,9514290
2020-05-18,353.47991943359375,19896670
2020-05-19,354.8465270996094,18944540
2020-05-20,358.380859375,14745420
2020-05-21,345.8929138183594,20892400
2020-05-22,343.53668212890625,13802870
2020-05-25,352.4432067871094,5287090
2020-05-26,352.8673095703125,10602650
2020-05-27,353.33856201171875,12194760
2020-05-28,355.7419128417969,7373100
2020-05-29,354.5638122558594,10712591
2020-06-01,356.9200134277344,8342370
2020-06-02,364.74267578125,13076410
2020-06-03,374.12042236328125,13929180
2020-06-04,367.61724853515625,8822490
2020-06-05,378.8328857421875,11598783
2020-06-08,377.1363830566406,12647065
2020-06-09,378.8799743652344,10122450
2020-06-10,377.2777404785156,8811594
2020-06-11,371.2271728515625,15665521
